,Solo,Sensitive,Naive,Adjust
0,-5.410967565,16.97290338,72.14422055,7.589032435
1,-15.19223638,-4.304155723,170.3910545,35.13327672
2,40.37344396,41.10139125,680.414883,23.36967078
3,32.84637533,37.21631226,38.91294237,11.32690336
4,100.551066,-4.862063281,25.61391932,20.35067872
5,-16.58879281,-0.972304627,1.377077252,-2.174321754
6,208.8113856,46.49364811,27.75688871,-6.934620036
7,42.54895762,48.38094296,15.36718389,1.478515994
8,-18.08739275,-22.46171725,42.42734709,-12.3362511
9,19.90898373,14.55481727,-53.03061708,37.39786742
10,67.29235206,-40.60233715,137.8927065,16.88312758
11,41.28311479,1.772680534,-15.60233715,41.33695401
12,-2.093353843,12.48857172,58.16382996,34.36183365
13,1.221886038,38.87197844,72.64967158,-26.4097038
14,32.42564095,73.2037563,100.0360817,16.12046753
15,208.7769237,18.8523658,27.6235971,31.7510251
16,9.746827144,21.42052215,15.50860273,2.669234595
17,5.918530303,-12.00623687,-9.396999434,31.29778991
18,40.86515663,13.63190981,2.537799205,-6.098875985
19,8.881647386,57.64695638,-9.29196913,-13.78850579
20,81.94465374,59.34050483,139.6113637,0.078204092
21,22.67685319,-32.81231459,38.57319154,15.84870173
22,60.2688216,21.81542441,137.2967165,-4.807039333
23,26.52488827,-19.27851339,59.05765727,3.20949162
24,19.2434886,91.2752671,5.184680945,17.41496543
25,20.56348871,79.45789639,465.1394121,-19.26756372
26,-2.06784012,24.41750273,41.47207319,12.39414853
27,-21.81531905,15.92282232,10.90375955,6.01490401
28,10.92348564,73.40542234,21.93801759,34.94105449
29,120.5613751,71.63497898,266.2610645,57.09934682
30,80.71149785,246.6149707,122.4001678,-57.20672869
31,-13.07651436,38.56137505,21.59954103,-21.21198327
32,12.87936407,2.535460008,9.767500484,21.86166075
33,18.88481664,41.17141103,30.66058343,-13.77283697
34,113.6692708,101.9299283,42.16041916,30.10485068
35,36.86573015,21.49034837,65.03829033,-13.55867431
36,97.52479189,19.77265851,21.30689119,51.0675581
37,35.85819093,58.3624577,80.74705792,75.57182487
38,44.29835766,19.4991913,38.99492454,4.819691487
39,28.55475781,49.99492454,29.81115796,25.4436248
40,11.19157921,24.91378175,43.52493079,6.126444369
41,8.652941864,6.738748647,221.0613895,15.64524051
42,15.74722886,21.02733965,12.22931487,53.36801335
