,"(TS, TS, TS, TS)","(TS, TS, EF, EF)","(EF, EF, EF, EF)"
77,3.262371004,24.8873349,2.810796921
78,-16.34339682,39.93416416,16.06478109
79,50.79335482,48.10004734,9.892705919
80,31.1878588,-3.275714875,7.455419881
81,11.3251367,37.5339814,-15.07086873
82,9.455419881,-14.7141349,-23.08100644
83,20.74943878,-4.59358327,3.358717747
84,-12.26248951,71.0658173,1.31872628
85,39.80395161,7.321848794,26.47341429
86,21.03869497,-20.38949063,-41.6688916
87,29.11302961,5.517074884,-34.31795201
88,32.26284579,-1.799276227,-10.11060116
89,7.117656136,-11.76200302,-5.629237763
90,28.80962885,33.06014582,29.44265137
91,6.854139873,-27.53770516,61.73775136
92,12.41700697,-8.694406324,-44.28418478
93,-19.73421009,30.61315984,19.74999873
94,23.98740081,-9.752192688,201.1627016
95,-9.151656041,16.91648758,20.50626603
96,13.42134416,-0.77579814,9.196628966
97,39.33348937,-13.85751276,14.62563071
98,-1.916674797,8.062896548,32.8861829
99,5.503058782,-5.537798527,7.142487242
100,-10.62750772,13.93723835,19.91852736
101,61.89296837,-53.44964575,35.15850091
102,-17.98746888,-1.480075278,-1.978706093
103,-16.06446979,-43.05979204,11.07437785
104,28.67858621,8.004926433,31.16809654
105,42.11219152,-14.8781117,-15.68005105
106,0.473457434,-12.13726435,8.352245988
107,11.0658307,13.85182091,2.441708453
108,19.70355758,10.97855343,32.25847194
109,32.49782001,-14.1075101,3.378145975
110,9.87494727,13.50930688,17.15295769
111,58.7346504,-9.384565885,178.8122965
112,46.932045,16.40390783,-38.22992502
113,52.3772086,16.16234338,24.71485393
114,35.74246264,197.1849353,186.4169748
115,33.72274077,11.81975924,23.09681399
116,9.568771016,15.70611367,-78.20820511
117,-7.260096755,47.43195366,-7.171458101
118,32.17960976,-90.35736423,26.74166887
119,8.170161411,94.61207417,-5.7193604
120,-15.12336363,-10.80803025,37.55069703
121,-9.688454493,35.39833333,-31.80803025
122,-16.55932891,1.379551565,34.82154184
123,-9.503569811,2.469156873,11.07461154
124,8.40979688,12.71260023,0.42568598
125,20.86670744,13.89648909,27.99632113
126,30.64926181,42.23449166,-4.33712819
127,16.58416491,20.58416491,-2.264515115
128,-21.28087981,19.69105899,8.233150788
129,3.762904843,-10.44455489,32.50135034
130,26.91053985,13.47028428,14.51871874
131,-6.22619012,-4.100246596,-25.05815384
132,37.97315647,6.734721344,-22.5294135
133,3.338945626,-23.81882152,22.09537056
134,15.00780203,37.72778097,6.890864376
135,43.39282969,3.808329322,4.56183043
136,-47.64681173,-14.11408421,26.43520824
137,-3.8845892,-4.17953926,-12.72883171
138,37.23429953,13.36147073,22.69328955
139,1.1154108,32.19743078,10.50894576
140,28.03373704,-24.96626296,2.425325672
141,11.65533565,34.50071666,-4.216373345
142,6.093177921,-49.50429827,340.2218273
143,12.54010202,4.337036765,5.493358456
144,0.499971193,55.87561131,-12.63719099
145,19.99328241,9.195910645,-46.20788569
146,-1.246353864,44.43141722,24.82027267
147,30.00013185,-3.469471844,612.676784
148,-10.81720568,38.92614462,-19.78773014
149,11.19564459,31.5758654,-11.0439138
150,56.54222423,-27.28150402,46.48109908
151,-25.70355811,28.71261923,-21.41911424
152,18.96338242,18.68859637,-16.34159906
153,23.17028056,37.42177746,0.533629327
154,33.14469918,24.49497969,13.95486748
155,-27.45308199,-1.081949829,-3.17711192
156,16.57670666,18.88725934,-4.354348606
157,19.92323865,-19.99073113,-1.611233714
158,21.76645537,-44.90590646,15.81831461
159,32.30092773,32.14535001,-8.043795924
160,8.537457861,-27.72607398,-12.29151957
161,-21.00662771,18.56230315,-18.57334806
162,44.92663239,-13.46604113,40.79924021
163,-40.37878035,-1.987856328,-16.24613968
164,15.11535668,-12.15560741,1.489572159
165,7.404377252,34.73572245,-2.063382891
166,-6.759412186,15.68633254,3.686332536
167,12.30246442,20.25083872,-23.12337677
168,-3.813995319,-10.85965828,9.500127864
169,21.15522529,13.84173962,-13.81973443
170,11.59047623,17.71638583,2.72158979
171,-33.56538944,41.59767137,59.67375675
172,21.27744451,-26.33340477,-3.629002861
173,19.68440642,3.323635022,-27.70742966
174,45.58944027,7.031771633,-21.54491476
175,11.34269283,-3.184111726,-30.54055608
176,-1.238445319,15.37821072,-30.49400796
177,3.109155882,9.690635002,19.92705515
178,24.59605421,367.2142643,31.90593627
179,-20.48769633,0.730971633,14.5278603
180,-2.198713515,66.61806774,-23.2852905
181,-12.15106031,-15.19871351,-17.26649628
182,15.77242749,-7.227572508,39.26303038
183,42.67578573,26.66572095,17.78115693
184,28.25041501,7.845275004,-32.19266899
185,-5.558309218,55.90439845,21.22729976
186,-22.30305153,-24.74268608,24.23316774
187,-7.46104299,15.50446247,-8.017958984
188,5.346099868,12.74294246,-1.246171671
189,3.721057671,30.84980159,56.48099669
