,"(TS, TS, TS, TS)","(TS, TS, TS, EF)","(TS, TS, EF, EF)","(TS, EF, EF, EF)","(EF, EF, EF, EF)"
0,30.432306773239453,6.333836388589711,7.532067194931093,2.6327490716535604,16.833007079061492
1,12.692773164679439,31.71735839354985,68.82203842725299,48.63726358872179,-7.407937871543028
2,-15.339111813279494,25.339366763470615,-19.902424266715165,26.59887565878188,49.534263279849355
3,40.82247877369721,8.956996909040845,77.44113940540852,39.490626442878295,17.373880337732565
4,27.85261993898338,-50.3531374682253,37.16264043315502,2.888973581083674,-32.503349875970244
5,56.76551913675941,-10.503349875971093,32.930125062526386,9.213387593277755,6.770316976099783
6,2.9030795068628636,13.225378412322263,-23.112744307387445,-2.25806994586773,-3.0321695810207636
7,-19.24888308647775,28.1552707191499,8.781468544506254,6.933226699421971,-4.65303689210406
8,-17.877578677505518,-13.688660116595738,24.746647561998085,36.15218828154196,-37.78415107771255
9,-10.064433877092121,32.87190548216238,13.277446201706278,-24.442270998913397,0.3729371628253477
10,25.80879511343885,-28.926808368552916,-9.338516826372759,-9.868266079455578,32.13205265956672
11,10.46430140129519,-7.90734563655532,47.30721316075964,-27.50386827833341,-11.225648840275566
12,27.91673297350822,2.5679609103058407,-32.828061103267586,49.451703555908075,-16.293090520871534
13,29.427817240241154,-25.588274151675755,5.319353903604764,1.2430733508011784,21.2269819588849
14,39.46169396822809,-20.18953396857106,99.60157629781501,129.95034836101007,6.345436613825482
15,-16.08379621195619,-6.434236466675422,9.499106932005585,-18.215438983846255,-7.837667916300241
16,-19.980080424398846,23.69838764477449,20.78874376792573,43.01991957560241,0.28121409099431993
17,20.311332798713075,-42.10584075506539,23.9898008678842,12.587686667964476,-4.321957208883452
18,-3.228328955556112,-24.472810019300287,2.4421543243211907,28.79374678946672,9.786388207794333
19,16.303361343320972,-25.882636402780506,122.7604274588838,13.514192297340104,-3.0083967334476585
20,-9.13444080846591,-7.987612808902133,15.957326691261468,47.83121281589368,52.93897319131658
