,0.5,0.4,0.3,0.2,0.1
0,10.823901125241767,22.109811193157757,16.302346559285724,11.52172955652275,17.581972980730484
1,5.451977998805532,5.9361366816875085,-3.5591138502095365,-2.846201278804079,7.704570666393472
2,-8.477804737037774,-0.03899109152514588,18.235224474940953,16.83619810904079,-6.114934374847563
3,-0.47827044347699743,4.299330139629011,-17.01251015736405,16.94295376415827,12.231535726229936
4,-9.797794589589044,17.374170270425452,6.686310830367988,29.202205410411466,-10.238103108377267
5,-1.0661382483630015,-4.912437829598624,-5.969759449603385,15.087562170401364,5.113094630320274
6,-15.14172430961771,-4.969759449603395,4.04850499164655,-13.625829729574765,20.686310830368363
7,-4.410067968391632,-5.625829729574766,24.335113091670276,15.80095407037753,12.144883790406173
8,-6.7084025672987915,28.347174467756787,22.737289597004555,17.43143432988106,-7.352269720138008
9,19.026763386031448,3.6505416903474845,-0.6735913220249753,4.042124545663825,17.642315127158323
10,-1.8269837265954934,4.6623908680189325,7.427510012880809,-10.078062021530766,11.434253564932948
11,23.07332216305035,2.6623908680188872,33.38146374471999,6.362692275847347,-6.893232294414829
12,7.723598350321901,4.175442496920119,21.736560863319074,-0.9014891622825143,24.114145831913287
13,-4.277813518344092,7.9781038213420645,4.820694165448915,6.736560863319142,-0.2653557209025561
14,20.74518549231706,1.1938713177106446,20.37632750998614,9.950895419227868,19.307768885039543
15,7.957606297454313,10.157013676129631,6.133237921751165,-0.14449674169081883,30.97810382134215
16,0.13983090528379782,-0.04875481850342428,8.443455016140605,0.24842322845673015,16.293136776319777
17,4.939665777983672,-2.1358679822687496,-4.5981011021425635,13.388001233199843,0.37342315370700785
18,8.373423153706993,25.531472986884097,12.740772005856977,4.17108335653249,-8.636014609159766
19,8.273637730739278,18.718904886617576,-12.797210883781121,-2.4256277244305835,-10.077994628202122
20,17.456325907360206,4.77264072410261,-5.329470375444519,19.507381457133725,10.405270357586867
21,-2.5436740926395784,-5.911044459155273,3.7215851743290234,-9.91104445915529,0.19106664039184307
22,0.9868444412975739,1.5584370069075846,4.72158517432899,8.874751823649742,30.40527035758649
23,8.986844441297594,-0.5436740926395849,-1.7989518415074326,16.088955540844537,22.191066640391426
24,7.590228173020524,-2.503775500907921,8.135724367880359,-9.375273270308497,-4.666776288178252
25,13.903726467268012,12.985226860903264,2.170222924551289,0.0887225309161146,25.264226598479766
26,10.543226336056236,-8.293772876673343,9.44922266212778,-7.980274582425828,34.461725942421126
27,4.8567246303037255,12.264226598479734,10.380225548785907,-4.061774976060995,-2.6197744512140693
28,2.362992317112477,28.46011819645162,22.134998978388,9.275667149528456,24.761076236671954
29,5.877583229968906,8.159160156231849,-6.337759696692432,-1.9087838973951046,-1.1903608236581218
30,20.528062250078676,8.99409022326553,-6.710345658832718,-4.074139034232295,5.761076236672157
31,36.46011819645178,24.24648532381556,15.18948162822771,14.761076236672217,16.809639176342003
32,13.988306711446592,7.855301995770353,19.94115711762332,0.5667149947214335,14.378876792682059
33,8.55058703638809,22.245872077005888,2.0270122394762984,16.55023779843092,1.6161465835919433
34,7.065717767505972,-1.4494129636120077,-3.7541279229943103,7.988306711446574,-2.402263369788635
35,-3.972987760523653,5.624385181737026,-5.050398816583001,11.768362714350577,9.027012239476303
36,7.050262769045123,-5.734524431254162,4.824589061440506,-4.131017377632954,-3.3204962167693353
37,1.4663885251020168,-10.439517740347265,6.472489675988253,26.67950378323067,-1.2500125475749848
38,-0.5099750559057075,2.0584614615034225,-0.5099750559057126,5.657378660481784,9.54004327843752
39,-7.100809329544115,3.093531997715503,3.0502627690451263,14.958984770732872,5.075996729609462
40,26.333922250547584,4.258375226672485,13.439985195296549,18.169798577286983,-5.858489008659793
41,12.783490502254423,-3.8759753040234557,-1.591273503886094,-5.3981194663697645,22.783490502254402
42,-16.753911620528747,-0.8730041907877011,26.320892625037498,16.6193668289939,-6.514983701701913
43,5.7660042068907496,-6.800428280148194,-10.83020142271286,16.753717359689634,1.0347052682823208
44,30.275675302678472,39.79477782314945,-2.9158397900409465,30.32909953367495,29.273783419600413
45,-9.222557617477815,2.178971814779845,23.081017725778107,15.541737039811679,5.668257431480817
46,5.232352177137137,3.96323883719918,1.000881379282987,10.224269787221347,4.273783419600649
47,-0.5066168728406981,-1.6766328622709867,-17.7894243169467,32.806223802382995,26.597795507168154
48,4.945308883884502,-5.366416965621594,2.1922122819088727,-7.194348427998113,33.321857184872286
49,24.429103271014014,25.97772010962531,-4.335777080044609,39.42910327101407,-2.74296526660941
50,0.2533613178631884,22.740829120520093,11.875726116667641,16.08496619576712,21.289445959131445
51,10.084966195767128,18.14978864724882,-2.8795442857234423,8.18690851606986,6.084966195767125
