,"(TS, TS, TS, TS)","(TS, TS, TS, EF)","(TS, TS, EF, EF)","(TS, EF, EF, EF)","(EF, EF, EF, EF)"
0,-9.582406079409573,15.727205331019796,-24.587395746526724,-9.277784336096955,-14.653571848120999
1,10.508718357769327,1.965650972737516,35.18912761310485,18.42258358770721,31.712236329668897
2,26.35272824807045,12.28156247935949,-46.104204366899566,3.8146505301567215,5.875836964634033
3,-35.496019260165625,1.7886438146797508,-6.957941542251461,-0.7906616692443562,-19.343708388510194
4,21.56063714033881,0.6402185599182839,20.26815977522972,4.876785283326248,93.15633849182825
5,5.765409178735331,23.29337186667008,19.409103755103853,25.618466878611347,58.18413542574935
6,-11.558303379570514,12.243943570135798,-26.558303379570695,27.195584058182906,64.19989906066225
7,8.24696533757285,9.368261325094561,131.05289175753552,115.05289175753315,-33.264268777458675
8,18.618029286290355,30.91163778430745,-0.5823829932793663,11.554524208756032,40.84813270677464
9,53.09431736778869,-61.790630921968,58.14586400049839,-16.09619786481396,21.86215254944887
10,-40.80800753215979,16.644171006355442,13.920685344731803,18.01632826770045,30.458092375682348
11,34.84651923729366,1.1503439877273411,-41.465353308475756,-11.38285658078293,58.05979946469792
12,10.572083532773416,-42.968530402408135,36.40249031308523,18.93075584969506,11.18871441871929
13,86.6810047974941,23.802164144149298,-8.091864966531404,4.52946853615569,7.984077320166269
14,12.321816760495357,10.295496740275683,0.24285669983714198,75.3218167604917,32.098123383351194
15,37.75109401817501,-0.3138844449941399,-22.447737225557045,-21.380810835277583,0.9528471525753056
16,3.2689467325593986,24.648955200121918,12.242276413218367,21.988945736375015,18.568944242099235
17,13.522277409401852,-7.711056754084118,31.21560609387848,-15.611049282705075,-22.611049282705174
18,-7.377715119219211,8.8289487249273,-41.45105227125282,-21.144380955731986,10.582291854068089
19,28.68713286801956,2.1522910192674374,-12.064836132908283,58.477881719546986,-49.3981027809167
20,108.51680654062423,-2.1161333423938244,11.182692414637089,-4.605546831708793,3.2720997959626956
21,33.71667216486909,84.77079117724358,17.709614491077687,63.50491141121469,3.519026758793797
22,-17.629202275904348,29.475316731759655,70.38572901090409,84.39817174990576,99.37328627188609
23,7.600445602394041,8.793721897401165,16.245565032396048,1.4724598523676349,-24.65747240260952
24,10.329037822878556,63.804509733533195,49.04979062696872,24.02211646658006,-10.054613872493361
25,12.126520966044035,-13.7263104978978,13.147902984341057,-10.572849819746672,25.623374894997834
26,-42.54064214827944,17.837936293552588,62.898030210327036,72.98675166174206,9.986751661742975
27,-6.848268277054483,72.81459877639882,-32.32351993222163,-10.67698052877935,27.77598718674117
28,26.97402980722551,-9.020577741581432,16.99020716081125,42.283624948234994,4.283624948232662
29,4.051190738536043,37.89028710208829,23.924739498948654,10.177641978127244,-23.121197030199887
30,22.139571302360935,29.65448980316448,-13.342142023000607,31.036587602200285,6.764209850994934
31,7.4950127092278045,-4.627505360243404,-25.06138798570544,544.5233185779408,3.2968716281409627
32,23.741297934763217,47.665312289298306,-1.3225300074283401,61.57412951474179,35.72002195403362
33,-23.340766562340967,8.695706547485154,25.628839179474948,19.656194011841457,6.637957456929399
34,39.628839179473125,-22.30429345251715,-19.283017471784877,-11.27997804596621,14.71698252821553
35,32.79727385032543,26.42269472679339,21.422021324449226,-26.3910258149546,-0.20272614967098668
36,20.1464294141708,62.55385879874697,24.570132238787984,60.94194804808069,-0.5661886719388036
37,16.365781279243375,53.90013801158229,10.101564186992059,22.765068191537647,12.32075800589653
38,5.983773940012657,11.848669761442768,-17.718309631384788,149.82096168998254,-3.3949759171488765
39,-11.44939475385295,-7.57415947520123,7.571713071241228,11.88418954337587,5.217397394761366
40,-49.73285953358309,40.37326281341174,-50.62027484802067,6.2736028049863215,-6.350206599839625
41,7.256361136126889,12.570870264649315,-15.025905484568034,12.038611681576715,7.441835932359536
42,12.147344398111414,30.174895119823553,6.780361997498202,11.6520804073002,-15.522263274659938
43,63.60160109900598,-31.591929649530023,-3.3983989009910807,-35.54117793022624,10.495632993747382
44,-0.9664747481830436,-5.188323052804401,34.89620436439815,18.896204364397267,-24.790400072699484
45,-11.153168156272269,46.06435948887168,28.293958903648765,30.07643125850595,-18.283057575700756
46,-7.805597051932544,54.69089302752964,-17.041485038709954,-8.63654221752873,39.546552299031134
47,-12.202629145147842,-20.680032586639978,16.133990995798392,-2.800547565346646,26.7220489931595
48,10.640752282721031,-5.245588276485687,-10.541102822547693,7.890803052465699,-14.47290715807155
49,12.584402559083621,3.3899420128469018,30.952935032487186,-8.026676348444948,27.628834122094812
50,19.676815585667864,65.71330484880316,16.131204006746035,-14.960019151095501,-8.215443993054887
51,8.30362233652491,-8.232482031151736,21.72156482976254,-46.414100775521206,18.72156482976511
52,6.0169258128271235,15.528687269909815,-6.8734110177991585,39.27280654136877,34.00389433719837
53,-33.0202911571763,3.54105616532517,-15.970705291752632,-0.31272627550960463,12.102403487828427
54,-37.587880058793914,7.139087622722253,21.4121199412077,-42.31149223697679,18.005926966811387
55,34.442106036635685,391.40087444071895,67.32026108520802,-61.98620112961457,32.50302851234494
56,20.96408372600955,22.396959050760934,-28.401402247660556,21.576134635312716,13.598597752339614
57,-0.4534126124296709,-15.855130274606633,-21.418248107342077,43.87165624424346,8.322960766385405
58,22.77925392838438,15.76679660054478,-17.60304742535015,10.606143275055963,31.668429914261434
59,43.9120226873881,-14.856740689439295,-0.17016562448812822,-11.110440429637517,-16.267152897162223
60,12.626402430108543,23.193087909024605,-4.537879252981256,27.61609885502075,-78.86644261916328
61,23.95547100441317,-45.85124920092165,26.435059825177376,61.2826023889834,-5.7173976110183045
62,5.980284454158414,-6.084206033546169,-1.9188994787307,14.980284454158284,15.843142807641309
63,33.12325380575452,29.427203695381532,-10.418818196612479,-3.866442619160074,-48.25453651352401
64,27.319116366463007,-20.79762185612881,26.01250694453595,-5.31238572157522,27.31911636646227
65,7.508987565797888,11.300833122277993,-6.37427421160981,27.607442544202414,3.067356677093619
66,3.6030387214855724,14.318509696428576,-47.7546967659839,27.391716158845654,-7.342056431702686
67,-3.491091246776219,-16.847566626761555,-12.761261025341959,9.60365408537518,22.962942708936296
68,7.368517699309466,45.568203032225256,33.501903477159765,0.7710350360075493,-4.496523187406279
69,29.297965709300005,5.652658791145549,-4.210920792759383,20.543522458270974,-0.5110457081674158
70,34.74417437205819,16.05057163418859,21.18383407159165,7.330741784422463,-26.895910703057627
