,Thompson Sampling,Epsilon First
0,-3.417041080716771,43.83638167973938
1,21.137689028882424,-12.620252455386343
2,-11.503255510559528,-14.051829972607962
3,32.85525719453138,-7.094730262693249
4,-19.528888516981795,-11.330009405149937
5,23.41212766340997,-31.644011938191497
6,19.091808245049652,32.214984885234735
7,29.47553458800808,-5.678307881956274
8,-3.0735862935813154,4.1022211489446665
9,10.162702542626546,6.39335464031775
10,14.122381613505324,-40.58648489512246
11,19.986895100099574,11.508680689163265
12,62.63486864717366,24.468862687660547
13,21.644666456055095,15.806181771071032
14,0.6139277290574534,26.042674849333544
15,5.117011009530405,8.082015388025066
16,-14.958983117816326,35.67380227346846
17,66.84407613204581,-2.760219736495449
18,-13.235315577230088,1.103903325520782
19,0.5570396310023193,18.952770010900302
20,16.498953849525883,-24.011984306914947
21,-24.664952460072673,32.578397061931014
22,-6.814361207119661,-1.4042759201692872
23,9.167845119187477,-5.58002270708558
24,68.00715033918947,35.22001653545722
25,54.725076088688574,8.886073404404655
26,9.763926823550802,-9.658554187077598
27,-34.87142038335057,-39.472629946223094
28,28.11265969292075,-22.065543914387618
29,-28.113352393525656,13.156347875537751
30,-2.7963186313408532,12.429489181738433
31,45.311832157800225,32.531037296562765
32,57.23408521991598,39.53835631805723
33,20.67263504468083,-76.79600506665645
34,59.06531266986044,27.265590314886232
35,-25.193944952608323,-20.737127881759
36,4.222477989095021,22.516360496706476
37,-13.669860098210576,-5.916137734686105
38,1.0714074073461215,-23.186166143478896
39,-25.75944034120473,0.7089871741840261
40,4.907538162554482,-17.640920303573477
41,8.946721011481387,-19.836701751993758
42,15.086057599184242,-1.6908796959202013
43,-8.23423983358844,-9.050851228058884
44,18.901747786534393,2.347568786387705
45,-12.980888663531706,22.86786976367018
46,12.480449247446629,-25.15475602183882
47,-29.341335997670193,-3.934325202256564
48,47.41408318270259,9.554857863948442
49,2.1157241474959037,22.88184382589909
50,27.388316014092556,8.56326270031003
51,-10.968976656494318,6.2851257554812
52,-22.768845188624066,-14.935739316222058
53,40.06771486990273,30.56875895945269
54,7.997740583902978,-10.115197636839369
55,18.281320209242246,-4.953991837120162
56,-0.31090439884273885,24.641841367007178
57,22.358677410790584,-2.3560736703883762
58,-3.427872823687946,16.315620095041304
59,55.22832429050972,79.23822050381979
60,-34.39307692199446,-20.214928270995596
61,33.77139080810809,16.563461561089426
62,41.5414419694373,-26.462923437800285
63,1.3514689444733556,-23.17737150255634
64,-30.58419527265329,-17.165239119172714
65,6.0624828091383876,29.66995092214954
66,-2.380725934091635,8.868852957857133
67,19.233487470850083,18.949463264525985
68,-22.166006682756283,-5.455928679852164
69,63.41792851465294,15.066389816651656
70,-37.00952943937745,11.373942446511014
71,-8.840585076703542,25.61697874565361
72,14.756469247658409,2.0957999860093475
73,59.68856941365363,1.1518666909071291
74,1.1535402138049593,-30.925466557366846
75,-33.58955558228904,10.78450260010625
76,7.987121408184837,-33.05732778403484
77,28.264516207916348,16.11240375900648
78,-0.8723979175475631,10.543546860939731
79,27.56976517805237,-10.26767663482447
80,27.71188163931375,33.21297985070799
81,0.4517673408513495,-56.26232277661187
82,-18.00732551296051,-4.113898836792637
83,19.47532853704994,36.77848777557982
84,14.3061869336317,18.582664826741834
85,40.47525544606995,7.436938965110356
86,2.257965148816117,-24.56640869461045
87,-7.0584291720583465,31.405154649802405
88,-4.067124928164589,18.924508764296657
89,1.9629421841683399,-5.919113428278184
90,28.567981412892976,29.370863775226926
91,-14.604000171948176,-6.013123000712115
92,42.066657908003876,-20.30965187355873
93,21.67022009618293,25.207629412851226
94,17.19778494407384,2.086169699832665
95,-35.830982157043486,3.637143660427803
96,10.353381191636018,-34.73360476577026
97,12.851991410203361,-13.530318667021191
98,13.482793614957167,3.1172341053972907
99,60.703680419408016,9.106527329063354
100,-33.327950341294056,3.0689763699754047
101,18.806042491810494,30.333230159525932
102,5.023124176566219,48.87191656188945
103,-21.68528923715586,8.376392457890953
104,9.10766087632667,22.07916352667485
105,-29.813972161623052,-0.3584687144210572
106,21.073285775549518,10.416846759241505
107,26.512053886006747,-8.219295224902007
108,-27.339691574701916,45.9339742871759
109,-37.7763580720091,-44.92435891785928
