,TS,EG,EF,ED,
204,10.86833051,24.60206044,-36.91152241,-11.88060518,
205,57.81937654,35.9069718,-5.75438005,-7.757919888,
206,36.62104698,35.1547716,26.72666398,-0.249587977,
207,23.09903414,13.61882972,10.83702517,-3.68562507,
208,4.571824706,23.45645303,0.18155294,39.81286481,
209,7.560119825,7.974648594,-40.50170759,45.52710257,
210,52.19644584,-32.50312953,-13.46815616,22.12779758,
211,-13.73368,-6.842661675,-13.25847277,27.75944018,
212,19.1079679,-29.62468802,3.116539937,-21.41002165,
213,61.82276549,20.53651531,41.64013365,2.119398811,
214,-5.074796527,24.82990787,-36.97732172,-13.41018079,
215,44.15470337,-80.83357773,4.019185393,26.49826807,
216,29.72728619,16.41643334,-40.62719994,-15.72559557,
217,-26.36540248,-41.86683092,19.54716143,26.21087465,
218,-5.682868172,-13.99221585,16.1652933,33.72097439,
219,5.862179739,5.106440324,-16.38649959,-5.261485165,
220,17.5814446,4.352750864,-14.12748316,4.116752418,
221,8.288969902,73.56394858,-25.22557981,-18.31960556,
222,32.14127444,13.26420736,-34.81528687,-12.70384701,
223,11.6908107,17.6072915,26.81514777,28.15616472,
224,-27.43997073,-27.01061437,-3.436397721,11.56686419,
225,30.88976664,-5.76193928,-37.24112045,-62.57586491,
226,-3.273760845,1.840606522,54.04610231,15.52217094,
227,32.06304332,11.19479671,38.60285652,24.86979332,
228,56.06431433,-21.10723711,13.96994506,21.88045541,
229,10.85910159,5.678004124,2.107521658,-13.1874066,
230,9.751797959,23.40670304,24.96994506,12.21626876,
231,-17.73047293,-36.5252602,9.25624997,9.866370335,
232,-5.59720498,26.47719254,71.56432088,-28.49574675,
233,1.943306667,-29.75714742,11.54279546,34.98177724,
234,27.27820245,5.882578412,53.02539903,14.73857755,
235,32.08292112,43.34842313,39.21630217,42.30293588,
236,-0.48524715,-19.96823715,-24.2894761,11.03466924,
237,68.48829152,23.56007227,25.23941337,-47.25226427,
238,24.73177348,12.45994947,22.12031418,15.672911,
239,2.153503831,-1.537217949,4.085098911,45.80371724,
240,5.685065597,-24.60543147,12.11932568,-19.64112322,
241,-5.432407616,34.14592797,-43.19605787,21.10914243,
242,28.69407283,24.1600587,30.83868639,19.76247211,
243,10.04791313,99.45023986,-41.33496775,-17.97232361,
244,39.14321118,35.19252178,51.23403527,5.560996462,
245,49.6602259,19.43230339,29.88013161,57.69743465,
246,23.63715274,20.64181308,14.52022003,18.55930863,
247,-3.861449158,32.29797987,-45.6535741,-25.0901737,
248,-2.903566873,55.32927178,23.43278834,12.19711756,
249,4.404832768,39.74877449,-8.438195796,34.70319318,
250,-16.48696492,45.41590012,12.09643313,0.027090719,
251,-2.037350561,38.54114636,43.9022607,44.9022607,
252,-21.26362932,-13.57250323,-23.32231405,27.35508789,
253,-11.50019705,-0.029517685,-11.61738831,0.976712025,
254,-5.725485733,19.18523862,-4.788608299,-60.94867485,
255,-4.539238148,-25.77580588,41.03647379,7.808509857,
256,-17.54904403,-7.295651354,0.481899754,26.235471,
257,5.717253366,9.867358727,-18.18029017,20.3607866,
258,8.566186278,7.496839092,40.45475315,-44.59492715,
259,73.12754273,4.313306611,6.484603442,39.49657667,
260,3.4563139,23.22337172,41.45902718,46.98308517,
261,26.68824464,43.56387252,9.49829252,-15.81280091,
262,-19.71657532,14.05481463,5.873794934,-19.98545056,
263,41.57276645,-46.19027454,12.99485095,40.79547459,
264,16.61463979,14.7049555,0.603862259,20.32303361,
265,48.52465289,28.08874513,80.48264154,1.848729029,
266,16.91366402,21.62199092,-5.455842409,8.69644331,
267,18.57362799,-32.60975996,-15.01067652,7.597955385,
268,39.6400168,-5.087133428,5.431175296,21.36068737,
269,30.97381076,2.691939009,3.924766285,0.726341824,
270,18.41623866,9.936090943,-5.423491574,-8.519119332,
271,9.804946385,35.52988679,-11.61082558,18.91688859,
272,2.21138903,33.24694324,-29.88013089,54.74059702,
273,-9.129686631,15.92483385,30.83795409,-9.648220769,
274,-6.309443349,21.19843858,17.5070753,10.00747898,
275,1.704913806,50.54907528,-50.50158367,11.76076838,
276,58.24407515,28.47228831,-0.005708159,20.57324092,
277,1.694720191,18.32399721,22.89400518,1.47310343,
278,-0.496004328,4.036668665,52.41289195,-20.55170443,
279,10.63270729,-11.32580647,17.66879641,-37.75599354,
280,7.392123498,-4.024790551,-1.701649016,20.73723932,
281,36.76747758,-16.8650075,15.15502705,-14.05556462,
282,-31.10977869,51.77871949,6.842959786,27.71635024,
283,-17.40948022,23.10230017,18.34213478,19.85962492,
284,-28.36987664,23.22691713,-12.50589247,7.582758666,
285,-21.63330965,-19.04036837,1.978367932,-14.04978281,
286,-13.09784499,33.32306937,-1.240054558,16.9785503,
287,-14.83283682,-1.349281351,-15.87370257,27.98046319,
288,0.150711929,-21.66003048,-17.39639182,25.00974495,
289,41.6526655,5.761090363,-19.99025505,-4.398065889,
290,41.60979519,21.14147957,-2.847156547,33.24470802,
291,36.98845962,-6.93464681,31.28330918,31.00974495,
292,31.99890759,-29.72131463,-22.72205999,-8.957490769,
293,52.51560501,-41.04458633,-18.78053989,-5.643834305,
294,-23.89167187,13.9373992,13.27672298,50.31793312,
295,22.29438447,-10.97929159,9.797629939,2.41298299,
296,21.78294317,29.23795348,5.127017168,-19.19608295,
297,27.52240661,7.180523703,-44.90002545,1.478080837,
298,16.47808084,-23.51270127,8.579390026,36.35821266,
299,56.95055766,13.48182109,-6.534911327,-16.25284294,
300,64.28110555,-10.37522429,16.46558989,12.10230162,
301,36.2985007,9.807865536,4.310195174,38.2245713,
302,17.10230162,31.0757713,16.0757713,39.04101625,
303,61.95128994,32.13602879,-34.85370688,-35.52801284,
304,19.22019449,-7.48380592,42.17154855,-1.886720324,
305,8.102940098,32.69182908,25.29153145,-11.39097662,
306,31.2532179,9.897043601,1.096736352,-43.82845145,
307,-24.43370099,34.10707593,9.383580799,16.46314877,
308,21.46939898,19.88886589,-17.99324317,-14.30148517,
309,18.48954553,-4.298131504,4.082979401,-1.053751149,
310,21.42415378,37.88108642,-14.05322362,13.84883593,
311,24.8485052,25.33490036,46.78893857,-16.67510714,
312,-9.615702557,-25.4300703,-14.49955337,-26.54444248,
313,12.43813468,-5.718345322,2.36823082,-11.51529919,
314,-25.34274361,0.747034627,-38.33944104,-16.19555908,
315,24.47062661,45.73441468,11.48925015,38.63565468,
316,27.55245319,-1.503214836,47.16358867,2.170103039,
317,30.16483388,9.658244535,34.52117497,24.23276192,
318,2.884302493,-8.013100481,-5.584276286,33.84831815,
319,31.53083148,52.7679388,-0.647118729,56.54878428,
320,17.39606254,20.69167501,-37.91498056,-0.988547825,
321,-20.64095244,1.596558021,-15.34037134,29.59925329,
322,5.297485177,-8.151949249,-5.282568153,-4.950943967,
323,27.23113953,-15.84945343,-23.16635961,-18.17884384,
324,57.62549451,-18.08193788,24.89274534,26.56586048,
325,21.67104824,56.84182644,-6.373214553,37.38975966,
326,-10.09215912,18.53076626,-40.75142452,12.05013774,
327,-1.157771055,-14.29858261,14.31606589,29.83807856,
328,31.93642505,7.583451625,8.791831542,11.20330605,
329,3.072617148,-33.02263026,9.583451625,-19.62436935,
330,43.01999847,72.35541734,12.66339879,9.795590429,
331,-3.582094144,36.9899771,-35.71687942,-29.76413641,
332,24.83612934,22.33552552,12.66833542,-8.245632971,
333,38.4524362,-46.07476439,-9.194143958,3.133688292,
334,-19.56064623,23.68286267,-9.991268742,-30.09381789,
335,9.688368416,31.3891326,9.883659647,-9.09601174,
336,-0.252294796,-1.280749752,-16.80595662,-3.423258482,
337,3.115695646,16.382112,-20.86077426,2.199560074,
338,48.72944749,13.19956007,9.250437106,9.449947304,
339,71.20652909,64.2065416,0.269476777,97.61953556,
340,-23.73832724,4.6688113,-6.596361075,-1.453443899,
341,-61.95353333,45.26170892,19.70186808,57.221634,
342,-8.010449148,7.751412545,-3.705575923,34.66941087,
343,22.72455851,-46.06792137,13.4659918,27.23039213,
344,10.04086648,-3.439090677,35.41752591,33.90063298,
345,5.964566175,48.26653933,65.75357761,-14.5747537,
346,18.34554731,-3.357228178,53.42681953,21.85841512,
347,-27.99737312,25.88778649,-2.374833763,0.711689258,
348,43.92234898,27.76605293,3.242876079,-12.75994184,
349,1.462639358,-42.96844815,0.136391844,-21.41917792,
350,-18.19197343,-26.40497026,35.82827666,-1.406134011,
351,3.028252673,-7.15575342,20.85494299,16.7319232,
352,26.07873333,24.4583398,-14.68756889,12.41003864,
353,17.41218843,3.057468397,-10.30421819,-41.5771791,
354,5.651609828,-23.2011215,-22.72429966,10.07176678,
355,16.37209106,20.06376084,5.787990758,21.05050185,
356,-8.41140007,27.11042583,42.71735014,17.2243325,
357,26.61074359,-18.98512111,36.26501345,1.282610981,
358,-7.508923695,-5.903304301,-8.950056761,34.46882095,
359,4.987606626,-14.91398275,13.44728658,37.9874137,
360,-45.1577189,6.246720606,20.64743918,6.007697865,
361,-45.92702665,-35.04652409,3.04064042,-28.41299368,
362,43.26745515,28.0804015,-4.066713078,45.73906617,
363,28.76649938,25.61774749,27.53728794,43.15481946,
364,26.4083908,-14.17791223,33.20926786,-14.73199688,
365,6.182275532,-31.5757465,55.82422462,-15.90759986,
366,-7.90138945,-38.64358258,55.24699602,12.92647574,
367,-3.234457637,67.92647574,-20.90959803,60.77046388,
368,-20.01229487,-14.34844752,29.73896236,-5.743401432,
369,11.92168387,-8.362234781,8.079218529,16.65296608,
370,-8.86676866,57.40816767,-2.35162812,34.65225928,
371,8.939035689,7.176779583,-18.79795045,-47.41775764,
372,43.78317183,20.15486549,33.89709323,34.60319385,
373,-3.976320505,15.03931487,-30.44041826,13.65184239,
374,53.15036226,36.83783266,-18.50031512,8.276459186,
375,18.07727776,-18.78931508,2.381592783,19.60997172,
376,6.777767779,57.3670429,52.78910531,12.59293597,
377,26.77405847,18.81562808,-2.231118529,20.78369097,
378,14.00914436,49.25540591,33.5478335,-62.71015248,
379,-29.85512545,0.932713985,18.17644551,10.94027234,
380,4.692555264,12.2555055,20.58575075,-27.34484777,
381,43.44149877,-11.16771415,46.39226968,19.30874182,
382,10.34262467,-45.69347925,12.98352441,10.22706283,
383,-11.71699882,22.77023016,-2.539642272,12.00064854,
384,12.99584249,2.210624665,57.06191099,-18.24974971,
385,44.54347279,-10.47315964,-17.28673889,9.487456071,
386,23.47541539,22.6223523,2.427251694,15.03039381,
387,-72.11111444,28.74073082,-17.8325015,-9.393833743,
388,13.86852341,3.470047462,9.906287521,33.38342225,
389,12.72236629,52.40948195,-6.477156563,7.308952869,
390,-4.06053848,-15.07560176,18.84145935,-38.13147659,
391,53.80523792,8.005581954,-39.44555909,45.39275095,
392,29.79114883,-29.34213553,-9.534028147,27.01445025,
393,60.98337887,-59.86226903,-9.822428177,-5.327255966,
394,-8.232111178,8.596676916,-4.589238344,1.028204534,
395,-2.171399368,-27.43628317,-15.15205529,15.45468963,
396,27.13337373,2.724753068,7.335747623,-43.81380948,
397,-20.25622737,4.286603578,9.046777685,22.30465694,
398,26.84478949,26.78877249,8.268550212,1.219969776,
399,35.83678706,14.24237772,-0.658520229,10.30748704,
400,39.02857065,62.56581525,-1.208898734,2.980317722,
401,18.80412207,-28.64916963,-7.024275869,17.36612461,
402,20.92196369,-32.07787819,30.50464187,2.815976476,
403,-23.50027707,-12.57919315,-27.59231814,28.21633598,
404,11.89848203,-17.44483531,12.09384812,-15.08342897,
405,3.457410752,23.25709652,-33.94270802,13.85560632,
406,-22.74849334,-6.192060946,-9.99656518,16.40357645,
407,33.82624129,-0.840986629,13.74646464,-4.724658657,
408,56.57085064,60.19368058,23.34172664,0.88945347,
409,11.37173655,33.72856301,34.57085064,15.31069378,
410,-6.586173776,-33.5457408,-4.980935069,-29.41612934,
411,11.86990347,50.73470011,10.15630224,6.4848487,
412,11.07001238,0.56182778,7.321229503,-0.393915875,
413,0.940657488,11.60608412,-3.122327034,39.94058999,
414,3.877672966,15.83375833,39.09891753,14.39174895,
415,-4.523732045,27.94065749,7.4905511,16.70400523,
416,18.88194813,41.10177976,32.03158472,-20.03458482,
417,-8.35778741,5.217954198,5.75259838,24.10331698,
418,6.159866978,5.527120269,15.97755537,35.86951206,
419,11.03158472,31.81431916,-1.238562014,-23.94894541,
420,-17.61531921,18.04098504,-6.98725344,-28.41034301,
421,24.75996728,19.04098504,22.3189564,22.22575256,
422,55.41563382,-6.473526025,19.79463318,1.228157285,
423,19.86336213,8.427836654,-15.51368127,46.88920599,
424,18.11591591,18.4814635,3.178189901,37.12132431,
425,-5.884084095,21.29499403,11.69459741,-3.685051841,
426,11.26129566,-24.73776028,103.9657385,20.68666492,
427,-1.106592464,25.38340324,53.03727449,-46.24497452,
428,19.34019282,-64.69845349,3.406034799,40.66229891,
429,28.19812276,24.41232018,22.70317058,-1.51830052,
430,-6.079348931,42.49370968,24.41232018,37.39762809,
431,5.498812198,-1.905095571,-4.847240968,-28.71643472,
432,26.95999332,8.560639939,-3.654477289,-17.28126754,
433,-14.01200801,-18.29113356,10.24093677,44.26100261,
434,28.51185565,-21.09366776,2.890652717,-31.58970944,
435,2.810540592,-29.76097003,44.55250171,12.23330954,
436,30.40810026,12.37002525,-27.64853073,23.27855133,
437,21.53370968,47.4866672,10.17757716,-21.24547118,
438,-31.55261406,-10.78832815,58.95351461,25.42842939,
439,14.19809449,-29.32741147,62.98213045,25.58612893,
440,20.207338,40.42295986,-10.22913897,7.594708283,
441,-21.11947882,16.88052118,22.1335018,9.339710188,
442,21.08915589,-5.101120624,32.30762326,-0.830747866,
443,-4.465167798,31.13116626,-9.874852339,-18.57704014,
444,7.745551863,19.55204663,13.39056931,-4.160896729,
445,-8.231033398,-1.766865916,13.55204663,-0.000917489,
446,38.80143234,10.47690248,29.72382899,-13.23205294,
447,29.78050404,0.055736519,-6.026749083,-16.36900807,
448,52.21100094,28.62491178,5.068064047,-0.610207228,
449,-21.42408779,-39.21958909,6.336995838,-6.78529588,
450,6.146665743,23.00740191,33.97205618,25.81485697,
451,6.170128166,3.207723893,6.849828393,48.40264621,
452,3.403994617,-25.81165226,-27.08208245,-12.01590316,
453,39.41099265,-14.54839832,-35.16622841,0.392594248,
454,13.47115814,24.11278721,-58.9952601,38.18511575,
455,17.58989954,43.31585314,14.92570209,0.346786734,
456,-1.778824435,-9.95622032,36.78751342,30.67826781,
457,12.5757613,22.70042853,16.6588187,50.185312,
458,-17.9216264,14.42242063,24.54957309,2.97843643,
459,-14.69995406,36.22659567,24.0783736,33.29330683,
460,27.78023315,32.43865739,-5.320577331,23.10940806,
461,12.76002735,22.84036195,-5.895936419,-4.858468104,
462,33.79241072,-17.95623795,17.23049717,27.28369742,
463,16.7543593,-5.885304276,31.32482362,18.9018947,
464,-11.46051399,2.038140444,5.124229635,-20.16709985,
465,-11.45317519,-7.153697235,1.539831817,16.18690533,
466,-7.303901907,29.85673977,-0.751800214,-2.5026459,
467,4.356107912,-20.83247766,32.97867973,-1.258453282,
468,-10.47702407,17.75209243,5.913765308,31.74009748,
469,7.117394879,-1.678167938,41.2649238,16.41691921,
470,-4.740924424,-11.34122686,-4.247907575,29.62801985,
471,38.44306844,0.482428109,47.50179218,-5.895506652,
472,-23.43829161,18.25196621,8.098553972,-11.74521339,
473,-7.402648963,4.332436778,-33.86697207,22.37654529,
474,5.213049313,-34.35522795,2.666831232,-19.35781169,
475,21.29463045,5.268315352,-17.39456899,1.76196348,
476,46.00018164,23.53923629,-7.762037439,10.79977371,
477,-12.27512275,6.957562968,43.12111086,10.20060198,
478,20.11526005,14.69545489,-11.95230286,-5.624558554,
479,35.64081188,-71.64960509,-7.234467633,-21.91492416,
480,-14.08866267,-6.364973318,0.971772969,-6.317051055,
481,20.21298861,-20.65669034,38.30909166,15.30909166,
482,12.29671702,-7.544914234,-0.764055066,-5.85290677,
483,-17.44155605,8.015494544,9.401051328,13.14811191,
484,19.99520877,-13.11089704,5.442414338,15.28802873,
485,15.73881203,-8.258174559,82.61729794,3.125893078,
486,40.21731293,44.73735869,16.53941952,2.922717608,
487,23.05442529,11.65920706,1.273259472,50.19445797,
488,13.65353336,49.67281779,-19.22862893,-4.62096636,
