,TS,EF
0,33.453530947552096,16.652194457417867
1,-4.685093563987954,-4.609670717869925
2,-9.845955419677537,-35.40334202503232
3,24.355208903282037,21.424607799326647
4,-0.020972756904862666,59.31380815369206
5,32.233470896607585,29.61335250479043
6,-13.179992897709935,54.529418062412674
7,13.324166987734323,15.972782026104225
8,-12.456248675181389,-33.3216769826151
9,32.346973177871874,25.079577831290713
10,10.207335223970848,3.4309221943528065
11,15.792487986676328,6.722719762086401
12,-29.090693127550562,5.861807333493097
13,2.4577307903551824,25.326258069475404
14,-2.6207454974590907,-23.855146047364784
15,20.882142738709447,128.65618749754404
16,25.66984057742303,-4.654593599685706
17,21.644899726248198,1.7167897717341656
18,-13.660552328168063,-10.278019042579643
19,-26.182618343247366,14.42207296292725
20,14.650942830520066,-5.792999836893086
21,-2.2832030032934054,-50.44926976949654
22,7.912777691618821,-18.398106653116727
23,7.040410531915103,58.95729457139959
24,-17.078975550005186,15.972593174733314
25,6.876427835204855,-0.1929155103336846
26,-52.58071857749065,72.3043314906747
27,12.855127918852554,32.626109455418124
28,7.4283954013408895,14.511758644962002
29,-41.82889718122886,10.567489738089606
30,76.03257182356235,25.793801484658346
31,-1.267238058309165,6.9721196672608095
32,32.65942857816263,24.13221013425481
33,9.657865261063257,-38.45451925559545
34,2.670619768427703,20.961843279600227
35,1.9560244190976706,-4.2854209154753224
36,54.61724615245115,-13.376125603059155
37,17.839829600890962,-3.028093302938049
38,25.146390569143637,2.072030093792974
39,42.734678538954256,-32.27458527235731
40,37.883784762363454,18.508642575495454
41,10.667099593854497,12.612834732321476
42,-8.480038760767231,8.16838383724233
43,-0.9020322592878349,21.72870412260546
44,18.74997060846758,4.791353158757091
45,-12.692266093467868,-15.826318529591862
46,34.19921040404121,-8.37820991309954
47,27.370319255057268,-57.06483934313023
48,8.648226305103371,-11.583497155740776
49,31.69463384979596,-11.890468660122455
50,12.316167944841851,71.74906500958538
51,-19.70977457092874,39.733908686182836
52,-35.71510719694687,11.232928215787547
53,3.884528517467044,-4.75922731882123
54,61.20759845674159,-38.1247700018573
55,-29.44199866033918,-20.695599444331393
56,-7.566895374137021,-3.9201022893485167
57,47.842664522488825,7.826933235219549
58,-8.553785275373773,-53.72472658519542
59,22.379193048139072,7.021406706560095
60,-19.53935960444302,31.142447022735244
61,0.8608072027599369,-26.91579728601452
62,21.744448506374503,4.031592423261252
63,-0.7738932306046764,2.112345664304167
64,19.156122918646354,-8.045000592930762
65,-0.1960209108383424,37.70211299163887
66,-17.16102948565472,16.721969811785332
67,28.32104038269032,22.99850891342252
68,28.538446450102626,-20.587334131903873
69,55.664772143274135,16.38240618209864
70,-29.311676800699043,-35.40422581832537
71,3.119362427742457,-27.266685536468984
72,10.268836565685893,14.53024405483576
73,-7.818756217015294,8.67754506109022
74,-25.35143183292249,14.066162749109047
75,-18.506079339781213,-5.807846751907558
76,-50.131944432157404,56.50763406742066
77,-8.451515304278885,26.358887965555365
78,18.158013155645566,62.82724212365102
79,-27.90326927258826,9.60776237806203
80,-6.544769840233468,40.87316319187057
81,-12.77720732842257,-6.938328103019383
82,-34.99437308051212,2.0347594931690933
83,-5.544769840233339,21.2162644914826
84,-36.27096682778912,4.7225433899939615
85,0.5190431926153036,7.136422114787227
86,0.6369785715834918,35.08255540143352
87,25.995182222299754,-37.43193306797846
88,-18.270150380024216,20.773222272847324
89,-3.2837052884695153,16.00729632156814
90,26.3132875472026,25.892790125938532
91,30.457491851822343,19.39465733567
92,5.683354626094863,-11.848055809542693
93,-17.50334514559996,41.40822577734773
94,23.799902321650897,-38.51268567692313
95,20.753832378469752,-32.787355053902715
96,4.086688050741751,7.133316441479324
97,-39.217369628877506,44.957390274479515
98,14.445698846885627,-27.139489519887523
99,-2.7895138504436523,8.816940860906083
100,8.759665338773715,37.67496250439521
101,20.556417501987752,12.980126502469478
102,22.081108915362332,-4.630122555721323
103,-23.691167155162788,28.137513620667857
104,-13.838487210663475,13.80186603608912
105,42.65766323373691,27.75833866818028
106,17.07991449871685,-19.801187646065134
107,-10.66723083375597,21.860454960162244
108,41.73270353247735,-36.40064930869068
109,41.44676886885207,-22.977607361323876
110,44.40865450384335,-75.32332875449849
111,14.773261658736372,-7.879270834277471
112,25.080043542980455,20.89479053502018
113,-27.34933516486979,5.515437459430789
114,-2.4231194319675744,-32.2141511110972
115,-0.019789411475524377,15.86208411656643
116,-8.488796621527237,70.12253996687804
117,-0.14847799533936168,-10.88498416598013
118,-21.512794040285787,-25.669087388645202
