,0.05,0.03,0.01
0,2.039381889642744,4.2215884970067,5.302327242980601
1,21.797959197567394,22.077068182770688,34.03138423897263
2,30.369132997620376,4.963218806386776,5.865535328449534
3,12.071884675022881,13.486060778285804,20.446854774524926
4,22.867143653702897,114.0401722095526,-3.3260480140662287
5,16.332469576696667,0.6565415723908434,8.373870682510788
6,12.206239324048756,32.001879056007816,0.09923340887453591
7,30.890194655442393,28.79840511151541,48.653888941594204
8,3.78120901889198,-2.7225482488964463,8.018611789491155
9,10.309238281716448,8.9821147422029,-5.338299893270122
10,24.118404542922548,0.24892183782761212,10.303491605899524
11,22.153345074311876,64.19673781962551,37.72667414378171
12,1.3672868041234378,1.5355722163019696,6.300888487060633
13,86.85744387576418,3.074306259016126,8.549776015035036
14,4.579058932735693,0.23521796077357277,8.817170117000591
15,2.934644794088568,38.74762487070472,6.817170117000583
16,24.85073567616305,11.405035697435807,6.789042258954701
17,17.260991661534945,6.556782746954555,19.763127539623227
18,-10.712246875487459,-2.2717614149261403,9.6962211513783
19,67.90324110762789,62.05281923098286,3.901398826710887
20,50.16227545071055,6.372343880750183,24.178512899067076
21,14.664213091818565,-20.41776469555484,1.4473247675529715
22,15.589082634686456,11.352531261000621,-2.451432891055492
23,11.02779900146618,2.6533718784397125,2.4982998818874447
24,38.35492155238856,15.545785318188692,-1.1792442400790923
25,74.61062214677676,-7.281837053544433,34.23780529539319
26,17.682021445945868,156.72964740508988,18.264080223990213
27,-5.182224207423362,-1.1806925263102677,7.805019446625947
28,1.101618406656451,5.5303166866273825,1.8922414331146817
29,85.86535882800887,0.6102962964159081,8.337961679206042
30,44.536768814333186,42.01253268651659,8.602297273439415
31,3.4983560030910663,0.0379791129201994,13.013471355547251
32,15.316069035713364,9.616510708276401,17.778764821342286
33,51.06513139724778,27.31347003301375,16.539945791701342
34,34.93138202256188,12.94684553917099,-4.363348890759402
35,16.00145429458188,13.626213582648562,16.301971490854832
36,17.490953881324103,-5.490197265340864,0.3283912735829318
37,21.387739724561342,25.389135047592003,5.252096518169899
38,-5.840926514568233,-0.7852494029040444,48.147454627070694
39,0.9469532248747805,-11.277830410426418,2.032398907483654
40,112.69563154102718,94.33442168713796,26.71924219389716
41,-4.830534170611781,-15.90252707791264,10.389181423259444
42,43.01542831872079,10.060397629701038,2.294835613216439
43,17.59618925847964,52.6478927161974,29.78425272604731
44,-4.860771077586175,54.0645152327822,5.117103585661981
45,33.64195184904902,-14.033268950812447,46.86624628193917
46,52.831972192459375,10.160801522011997,-8.338841562539576
47,-7.221629108791027,-3.9985077030033627,-1.4333556873934412
48,-2.288838211175098,6.410651856014129,-8.577956195982608
49,-13.711288119521704,3.8459165963329114,5.515470581091093
50,-5.180538324323799,-8.270077019034746,-0.007052399898242134
51,21.56727773675318,-13.46835753341145,17.71964458578693
52,3.010680861669843,2.8855580230026967,3.2383500364953997
53,0.5593962019872546,-6.22392941282061,2.7626815202928867
54,-4.756257567943959,24.726982057474384,5.635454157188962
55,26.971396917052495,11.927550450371267,17.736290718372818
56,3.8317189314619036,3.4702854748995717,8.80746355350657
57,-1.716398113404509,11.32505358532794,1.6882470480206673
58,-0.5811881136003856,-7.720345597508712,20.25695481107311
59,12.52564366963718,10.860746848564792,1.7480475452363324
60,11.514535314070907,57.33089333249075,5.596883171187514
61,-0.0290313579115421,40.47067203987964,10.275380242220745
62,2.3633643909282505,61.278798847893405,6.52667897322118
63,2.7037072704595966,40.854418423852195,90.04629161583851
64,18.929416043206484,42.62894977250154,12.739171001756306
65,12.174728982976545,-0.5376622686565069,17.11333645690955
66,12.740744278149057,19.655011583630344,28.2461042771272
67,-8.092244282602827,-5.769683388638254,13.180057337009004
68,3.9271938911582254,119.45085097572814,6.5991156607687085
69,17.517536971326592,6.5283889652078795,3.9067562522055015
70,3.6673858370627195,-5.2240211978231,-7.842595120574725
71,-7.711328827528312,-3.7113288275283036,23.598320993263506
72,18.197117280202686,35.03021207309586,35.29015265173926
73,29.414228349417716,14.783101492014714,43.939097233548495
74,3.4283482198935253,5.9829164072778145,15.414228349417673
75,21.206620721315932,10.094853696460456,33.81627806770784
76,2.664384322489186,5.464307520642353,121.17253895308866
77,1.7565130957574384,2.7914229801391293,6.789253482475507
78,91.13684040820532,119.55134035926655,2.4983279990779645
79,64.45282020210584,33.32838088661134,-5.954177927654752
80,5.2804351491413595,4.678034421714206,2.52767568567867
