,TS,EF
0,47.59888225976142,49.07353135370046
1,23.620701758060985,12.954362116688682
2,78.90554093882555,6.905540938828525
3,-14.366074334730127,-11.553197417671175
4,-31.98166761710739,15.577210569760467
5,-2.989101031002706,8.87067232735723
6,24.745440033173608,-16.673254018608368
7,-35.87134465726893,32.20151368720748
8,43.02247785433754,-17.69674115137932
9,1.6164288567912326,-2.2280581521966183
10,31.584039842897823,-65.16542415056311
11,46.24062484698459,0.2406248469861943
12,-27.07468636602073,11.717770787258152
13,7.834964551237579,39.98046968675235
14,-1.406566214422898,26.943698984903705
15,-18.140533017419965,0.2799392880984304
16,19.834762848350515,25.35916872530631
17,33.33986855028054,-20.364257519941713
18,41.07168076724245,18.642991440413766
19,22.87385017852949,22.09933274862468
20,5.064581077559266,-33.391094598792506
21,8.468870383691945,14.722418928247695
22,18.47695661151964,2.171807252275788
23,-11.140306731474025,47.54921835868685
24,23.980607209289143,58.59012384485934
25,8.601384473535061,37.4117731056576
26,21.463716266272552,8.486237523627567
27,59.59012384485814,-5.4414780497879836
28,11.003915576244083,5.680588355994518
29,-7.9800788484379215,-26.85986590086162
30,-37.85986590086362,6.982736906435455
31,38.5915376019542,4.416684145049298
32,25.31323112374423,40.98500604911381
33,-40.93276596056677,40.32924278649622
34,13.381228624583724,5.699606344738175
35,27.779232373324184,5.779232373325495
36,12.28320553654124,-18.21525854518959
37,-4.988027234064509,15.790885127886762
38,25.286277373079464,-13.71372262692054
39,4.429573349727848,-5.707578953844182
40,19.3564763648806,15.290243287729584
41,-18.82676279309507,55.804818495720646
42,-6.7781861810425355,35.001065339163546
43,23.47787522894831,18.21100252510647
44,32.92318684413532,9.528274937492638
45,-0.9978307745388842,7.107922564053818
46,-12.76088363055509,-2.2869893425849495
47,-14.286989342584391,6.028940182725828
48,-18.559604576362908,17.24740789226763
49,9.539418143788806,-29.75171773371158
50,32.69951244158186,32.11933245403543
51,1.1187237573154596,1.5059162134915136
52,35.45789799256041,10.376167079399657
53,25.465493168712435,-30.92568747041043
54,2.036537989361787,2.338392539171963
55,-15.379388883441337,8.118268902518075
