,Solo,Sensitive,Naive,ExtraSensitive,Adjust
0,2.946787666817455,19.496197791861135,85.17208260429615,31.82031297942624,12.172082604295873
1,-3.136904785613322,17.172082604295948,32.19502013085833,-11.954392083095769,-21.278507270660683
2,10.369723104469585,1.863095214386655,103.72149272933957,12.622672479252614,8.946787666817482
3,-5.469886014731343,-0.7290971456174056,126.53011398526786,1.9467876668177446,-4.2785072706608505
4,-7.248505777847822,14.350331124254827,109.0704772730694,7.316159577921116,8.423244601057663
5,-1.9832535313602877,26.953380707728655,29.0799731606893,0.2816768361808615,-9.718950610080494
6,6.547775611017128,-13.78271826316339,16.461271125998163,7.882528673926767,2.9647561045564745
7,14.28167683618101,-28.917288580733366,114.54448209102772,10.680824998435286,4.350331124254494
8,16.718896415215223,0.3643919255019138,53.75620573504866,32.282426878502264,8.518143419865336
9,5.4584591499284025,13.53654873165047,13.217099049672214,7.713217783321276,4.811505612919639
10,-0.2745086197474242,23.505891948799437,9.613148118138804,13.28242687850225,10.1965835626442
11,10.784064864816504,22.934707975359764,7.364391925501908,17.147333878108267,4.728346605280086
12,32.07511110486893,-3.543531979363605,28.288869415912945,9.204762850089102,-12.71113058408635
13,11.059166555538976,3.698967185737853,47.45316501160092,7.444011182170941,-13.061588151738883
14,-10.24966011130456,32.095565629176555,47.456468020636585,22.211810361476864,-0.5559888178290505
15,0.4255686725217187,2.263183064434852,9.665168099476379,10.682969075837402,-2.0615881517388788
16,1.7326315164206463,-15.827314935191179,5.3386552692514115,0.0003711152083900604,-5.310373086390209
17,1.1204117876105544,25.82805716560823,17.535702543605787,11.828057165608197,17.9142141404084
18,15.801640753632608,-8.528346050350294,0.13664735164115827,7.224958342006897,-0.34425678399215975
19,10.948097838010252,5.086528090008729,0.34499901440912994,13.086528090008795,3.6557432160077257
20,25.032959348340164,-3.9472846161118396,7.676722150475462,4.771203496446736,-14.853769345376831
21,19.89918319668463,17.0645255521344,16.465105197276188,-5.982715120851066,-13.48862020497428
22,-2.4729457357831492,-10.583101550945658,11.774101722155365,3.0329593483400803,-8.758321924169282
23,7.2918169745249575,-5.453189700235091,-3.7701320924156887,10.169850991116043,-9.324243924760712
24,23.156604990005288,2.6733534758773256,-2.3266465241226397,-7.2017441425579625,4.444616424305052
25,-9.454193039984018,2.1433851006728144,2.035290826530089,2.9855187295199976,20.184077577039663
26,22.848184896024726,-5.950167864579781,8.374042903751134,9.9854836908253,6.259874598832633
27,3.7656628447680065,6.591480817496887,-1.2745757278311083,-0.25149861010176533,3.162780539807594
28,7.693318970336691,11.661136741691518,5.076587475699108,-7.912590560354682,-9.880408331709281
29,8.53504240229852,20.06049636137655,10.256224308436623,5.561955480567188,5.725501198982019
30,-15.617681352170266,-17.338863258308457,6.135682782613266,-6.290589915340575,-9.732953727617206
31,12.824682460106409,-5.043954050124136,0.0926785900217253,7.366227533507008,0.13568278261335376
32,0.6868934285955381,25.60088046141159,9.240978711323828,-0.2770655624990537,-10.177523454648806
