,TS,EG,EF,ED
0,50.05135300055422,20.809076961254167,-1.9112498717210635,-37.818562343320345
1,-1.9953951043731488,65.65285678845214,43.287343331688184,10.92182987493102
2,13.314476436582899,10.569801085353506,43.67136931590613,-34.11426164386871
3,3.56869056324412,-0.917906292670775,-4.174607864713423,25.068009951783864
4,-18.141982906658292,19.265521949880554,23.052775941169717,-32.79665813273771
5,62.343532147644964,-63.10513235314206,25.48969240755399,12.546119767296979
6,48.003205828972646,-20.124532169210674,9.268712339412764,-19.549711177382466
7,-6.2162032471221575,32.240345686494855,-13.578503958043873,-0.5045745978735168
8,-15.616941912001206,43.58131317900497,-25.039625728900376,-27.017814366498975
9,22.28308377248013,-14.107931554982347,65.45723766626236,-11.716362271824313
10,0.24591310993101212,-52.75408689006799,-36.163730898183516,-38.085429916440816
11,0.20465112833167753,16.014934958344405,12.483841662972264,-1.9425551819070006
12,-1.681937583288706,30.134310667494265,-15.216433151938535,37.59530553645926
13,60.81264577462606,10.922896824153922,5.00864764045465,15.420642042960345
14,6.489359225291372,33.98188651657754,31.05153587164571,15.618694323809244
15,14.882042805738116,25.950127425272974,12.26076588542724,-52.00306360428878
16,52.391247244379834,-2.094547338385653,-35.45043529262189,8.348957330187718
17,-7.583902613526327,35.24369834355339,11.39046732891758,33.293205618672275
18,52.306440926847344,12.238777064139576,10.25569302981655,18.837562309758425
19,3.759482439151661,13.880931084843258,49.5504170791227,19.42051045059283
20,22.922574181424164,36.136530201668215,6.796551144409809,-0.9314656097824197
21,39.99043155760756,-22.974201254084186,-7.390126805649999,36.64524038265788
22,-18.001532871214376,82.82041819020152,-40.65437897936042,8.087491598077897
23,49.85743196375472,-6.061311636040734,-19.331085168807206,28.911602897225528
24,-11.693650998572899,17.878237443744272,-2.837427883207108,-36.22741354473571
25,22.129455832639266,-19.643591965963004,1.2686403452266166,19.20813580519153
26,-36.118484002389074,15.444562940174286,28.44830559836491,15.393376854487373
27,13.433911518349666,3.2298314325440725,20.931130790081152,14.339290961691965
28,34.14714182065437,-13.83972650665183,16.053546705785937,6.3474637230865865
29,37.45629459273385,39.327356360937216,-24.769851799999135,7.4236676559371375
30,14.953669193949128,63.97558436414001,8.949801810973142,24.969138725849348
31,17.422936997399155,-12.074023405668537,21.106523173965936,7.702875657647784
32,11.187081814581415,-1.4828821172476618,-1.7667177791548296,18.774536729366638
33,38.7338992295526,-7.557031710553786,21.442968289446227,42.57747878527654
34,27.1216430100286,22.421279658601577,34.12648769572233,-4.884412847084598
35,-9.486088657458728,10.004402138830024,46.784073834518495,40.94932006274955
36,30.88949968140342,-33.25461287246143,-50.5709572690236,-27.882615117454453
37,27.422209931455964,-1.1039173083109615,-15.419683213281708,-25.630044548078438
38,44.95351803709268,-10.717614709820602,34.29091144337097,27.957172102745304
39,31.738602558177718,20.20306632414095,6.077443143270872,40.30499868231991
40,-15.94015380046802,-4.693193839770669,15.000573293612057,-3.551855593639352
41,33.39720973249984,-42.45865174428761,-20.894430937366078,-41.60615389093582
42,46.634783156020696,9.518745996770788,45.62795432497442,11.511917165720654
43,39.94424357804658,-10.026854642679716,-12.435974690236254,7.7708329024121445
44,55.370910564608344,-8.262505285404428,18.943497194959942,25.645848677100034
45,23.073147125903894,16.679573115176193,-1.6055676762396662,41.48760488847685
46,20.022955339440262,81.78938123982232,28.043939151699586,26.085906776217723
47,18.429243278102074,30.978279989794125,-7.731562244396595,13.880206566409772
48,-8.120088278442458,72.16585525247137,37.618867730651694,1.2710765288311918
49,-1.6876457982686373,-0.4970566097051555,-24.147643097338577,1.8994109598431916
50,6.969697817151671,-9.557131932845541,-1.617617232860645,20.281889567174904
51,2.6091589330771763,17.202225942005835,-1.0059879731733727,4.5870790357552025
52,52.32299393180952,33.08735504473122,10.499234673753666,1.4992346737536244
53,-33.03813883071653,28.11533231472377,66.44084911012631,-8.7800703557768
54,5.4691958561171425,17.4548014459831,6.318113336041842,-4.976854499042734
55,28.522944049620772,-14.00079037560746,33.9579987439678,-33.69562629256291
56,-15.165593725117732,8.46435217969926,-12.833398982455483,-0.25474828516226145
57,21.728126459674293,30.331736843138156,22.538957610068913,27.92307330863699
58,45.90634832647365,-22.79283365410771,-57.63551770847614,17.78399147987003
59,37.6730229167111,12.874292685689777,3.9883970044069885,6.444814279277112
60,2.144959928134065,33.99022370086774,2.526485721310097,-8.081829637775696
61,46.56314249370572,-16.382499201625272,35.50030946411697,-24.696300645916438
62,-12.454753295357413,24.80915138050465,3.753532677056569,-3.745898991911777
63,13.960937066100152,43.27035815377333,29.22793482785587,7.576033551487649
64,-8.589381268453582,-7.920480513087349,-10.936566299312695,5.966918983334976
65,5.520646255697665,-39.75244325305449,-18.68321632351983,8.27832427118195
66,10.40166862607999,39.77117065276389,-21.302729752571555,27.871267545177492
67,13.798762100713896,-24.19489527919981,69.37336978170367,3.9479774626975717
68,20.83114561236973,26.638396810356312,24.58466733126536,6.786807383667028
